,country,description,designation,points,price,province,variety
103023,US,"Good for Hendry for going with this Spanish variety. It shows the new trend toward higher acid, drier white wines that appeal for their directness. With its citrus, pepper and flower flavors, it's perfect on its own, or with Asian, Mexican and grilled pork dishes.",Hendry Ranch,88,20,California,Albariño
103170,Spain,"Sweet and lightly floral on the nose, but also kind of generic and wan. The palate is wet, with hollow white fruit and apple flavors. There's snap to the finish but not a lot of flavor other than simple citrus. A good quaffer but nothing more than that.",,86,22,Galicia,Albariño
103591,Spain,"The name means “Sea of Vines,” and that's what you see in Rías Baixas. Here, we have a dry, crisp white with apple and apricot on the nose and a bit of roundness, weight and chunkiness in the mouth. Tastes of pithy apple and apricot, with mild bitterness on the finish. Drink now.",,85,15,Galicia,Albariño
103616,Spain,"Light, simple and ready to drink. More acidic than some, with a cleansing, almost sour flavor package of green apple and lemon. Shows a lot of unabsorbed acidity on the finish, which forces the wine toward being crisp and minimalist. Drink now.",,85,18,Galicia,Albariño
103937,US,"Bone dry and crisp, this white wine shows flavors of citrus fruits, minerals and white pepper. It's an elegant sipper that will go well with Spanish-style tapas dishes.",,87,16,California,Albariño
104025,Spain,"This is Albariño in fine form. The nose is succulent and marble-smooth, with pure citrus and melon aromas. The palate is lively but refined, with exuberant citrus flavors that come on strong but with proper restraint. Long and ripe on the finish, which only adds to the experience. Drink now.",,91,25,Galicia,Albariño
104133,Spain,"Vionta aims for the racy, lively style of Albariño, and for the most part it nails it. Aromas of peach and nectarine are youthful and pure, while the flavors of apple, peach and lime are pleasant. Not over the top but instead it achieves balance and ease. Imported by Freixenet, USA.",Estate Bottled Single Vineyard Limited Release,88,18,Galicia,Albariño
104147,Spain,"May be getting old but still welcoming and mostly fresh. Citrus, melon and mango flavors are flush and clean, and the finish is racy and fluid. Normally Albariño is a one-year wine, meaning you should drink it in the year immediately after harvest. Here's an '05 that's hanging in there and still showing kick. Drink now for best results.",Turonia,88,20,Galicia,Albariño
104632,Spain,"With a gold glint and put-together aromas of peach, candle wax, mineral and citrus, this is very nice Albariño that's now fully ripe, mature and drinking at its best. The palate pits juicy melon against dry papaya; it's big, ripe, full and the perfect foil for all sorts of white-friendly foods. Only 1,000 cases made of this reserve-style wine.",Erxebre,90,15,Galicia,Albariño
104696,US,"Albariño works in California when it's completely dry and minerally, because the variety's high acidity and citrus flavors make for a crisp, mouthwatering wine. The trouble with this one is that it's not dry. It has sugary citrus flavors, and that makes it acceptable but disappointing from this fine producer.",Las Brisas Vineyard,84,18,California,Albariño
104788,US,"Shows the qualities that are making this Spanish variety so popular. Bone dry, crisp in acidity, low in alcohol and palate-stimulating, this oak-free wine bursts with rich lemongrass, pineapple and peach flavors. That acidity makes it clean and vibrant and terrifically versatile at the table.",,87,16,California,Albariño
105702,US,"This elegant, sophisticated wine confirms Longoria's reputation as one of the premier Albariño producers in California. As in past vintages, the wine is bone dry and crisp in acidity, with mineral, citrus zest and apricot flavors that finish with a honeyed richness.",Clover Creek Vineyard,92,23,California,Albariño
105973,Spain,"Peachy and waxy on the nose, with dry lemon and green-melon flavors. This is a small-production wine (1,000 cases total) that leans on core acidity to keep it propped and steady. It's not the most complex game in town, and maybe it's on its way to having seen better days even if 2005 was a benchmark vintage. Limited in its scope of flavors but lively courtesy of an extra boost of acidity.",Carballo Galego,86,20,Galicia,Albariño
106072,Spain,"This Albariño grows on you right away. The wine starts out shy and clean, almost as if it were neutral. But as it opens you'll see that citrus, saline and tropical fruit flavors emerge. By the time it's fully unraveled the wine is smooth as glass, comfortable and just right for drinking now.",Brandal,89,15,Galicia,Albariño
106077,Spain,"Ripe, tropical and laced with pineapple, nectarine, green banana and melon. This is the best Don Olegario we've had in the past three vintages, and that's because it's here in the year after harvest, as it should be. Thus it's fresh, smooth and tight, with hints of petrol, pepper and citrus pith toughening up the finish. Drink now.",,89,22,Galicia,Albariño
106361,Spain,"Clean and only ever so slightly waxy, with yellow-fruit aromas, mineral and floral scents all coming together. The palate is crisp, zesty and stony, with fresh Golden Delicious apple and tangerine flavors. All in all, the sum is more than satisfying. Drink as soon as possible.",,88,15,Galicia,Albariño
106561,US,"Think of this Albariño as a bone-dry, high-acid version of Pinot Grigio. That's the personality of this likeable young wine. The citrus and spicy fig flavors are pleasing, but could use greater fruity concentration, as the wine is a bit watery.",,85,17,California,Albariño
106666,Spain,"A solid wine with mineral, white pepper and waxy fruit aromas. The palate is ripe and bulky, but also acidic enough to be balanced and stylish. Pineapple is the forceful flavor, while the finish is full and slightly oily. Drink this fruity, bigger-framed Albariño now.",,88,22,Galicia,Albariño
107260,Spain,"This wine's nose bears an uncanny similarity to animal crackers, and along the way there's peach and melon aromas. The palate is sweet and slightly punchy, with mango and white raisin flavors. Overall, bank on sweetness and liquidy ripeness from this drink-now Albariño.",,88,23,Galicia,Albariño
107273,Spain,"Mature and a little waxy on the nose; this is a plump, fruity, semisoft wine with apple, pineapple and melon flavors. It's round and fairly mild, with plenty of taste, width and drinkability. Drink soon before it softens even further.",El Bino,87,13,Galicia,Albariño
107524,Spain,"Light but generic aromas of white fruits and white flowers give this wine a happy bouquet. The palate is starting to tip toward fading, but if you get at it soon you'll find perfectly nice peach, melon and citrus flavors setting up a soft, easygoing finish.",Terra d'Ouro,87,20,Galicia,Albariño
107844,Spain,"Cepas Vellas refers to old vines, but what's most noticeable on this wine is the popcorn and cream that characterizes both the nose and mouth. In between the oak-aided folds there's melon, waxy papaya and banana flavors sitting on a plump, cushioned palate. It's a holdover from 2005, so drink it while you have it.",Aquis Celenis Cepas Vellas,87,18,Galicia,Albariño
107923,US,"Albariño is turning into my favorite dry white wine. It's what Pinot Gris/Grigio claimed to be, and so often isn't. This one's really dry and acidic, with really minerally citrus flavors. Bring on the salty tapas.",,90,18,California,Albariño
108043,Spain,"Stylistically and individually, this is not what this critic is looking for in Albariño. The wine is moderately but noticeably oaked, and seeing that it dates from 2003, it has aged to the point that there's butterscotch and canned-corn aromas reminiscent of warm-climate Chardonnay. Lots of vanilla and butterscotch work the finish, and the acidity seems forced. Not poorly made but not really what Albariño should be.",Granbazán Ambar Limousin,83,35,Galicia,Albariño
108369,Spain,"Bee's wax, roast squash and vanilla are the dominant aromas, and all indicate a fading wine that was borderline overripe to begin with. The flavors are of apple and melon, and the finish is pithy and turns bitter toward the final stages. Not really what we're looking for from Rías Baixas.",Gran Vinum,82,24,Galicia,Albariño
108737,Spain,"Smooth and friendly on the nose, with easy melon and peach aromas that give you confidence in the wine's core character. The palate is nothing special; there's citrus and pineapple before a medium-long finish. Solid but not the most expressive Albariño out there.",Selección,86,25,Galicia,Albariño
108998,US,"Few winemakers in California understand acidity better than Randall Grahm, and he provides plenty of it in this brilliantly clean, bone-dry wine. It cleanses the mouth with scoury flavors of lychee, lime, nectarine, minerals and peppery nasturtium, with a foresty, resinous quality suggesting pine cone.",Ca' del Solo Estate Vineyard,91,20,California,Albariño
109060,Spain,"For inexpensive Albariño, Nessa delivers the goods. The nose is flowery and soft, but most of all it's inviting. The palate is easy and light in the middle, and along the edges apricot and citrus flavors are pleasant. Finishes round, with apple and melon notes. Drink right away.",,87,12,Galicia,Albariño
109436,US,"Granted, there haven't been that many, but this is the best California Albariño I've had. A wonderful wine, crisply acidic and deeply flavored. Candied citrus zest, peach pie, pink grapefruit, buttery honeysuckle, apricot, nectarine, and no oak because it doesn't need any. A spectacular food wine or just cocktail. Shows the promise of this variety in the right climate.",Clover Creek Vineyard,93,26,California,Albariño
110534,Spain,"So young and simple that one can only describe this as Albariño Nouveau. It's a bouncy, almost spritzy confection with pineapple, green apple and other thin citrus flavors. There's zero body to it, but it is fresh and snappy.",,83,28,Galicia,Albariño
110573,Spain,"Almond, sherry and banana aromas start it out. The palate is mellow and smooth, with apple and touches of lemon. There's ring and some zing on the finish, but not too much as the wine is beginning to show signs of reaching early maturity. Drink immediately.",Pazo Barrantes,86,23,Galicia,Albariño
110578,Spain,"Tan in color, with short flashes of apple and spice on the bouquet. The palate has a small level of oxidation, while the mouthfeel benefits from smooth but present acidity. Limited in scope and flavor, but solid for a wine that's beginning to fade.",Gran Vinum,85,24,Galicia,Albariño
110789,Spain,"With pretty flower blossom aromas mixed with lemon verbena, the nose on this Albariño is very nice. There's body and weight, but balance, too. Melon, citrus and mineral flavors are clean and satisfying, and the acidity is bright and entirely food-ready.",,89,15,Galicia,Albariño
111078,Spain,"Tired and waxy, with canned fruit aromas and almost no measurable freshness. Tastes both sweet and vegetal. May have been better upon release but now it's flat.",,81,14,Galicia,Albariño
111085,Spain,"Dry, dull papaya and apricot aromas surely don't overwhelm, but they don't foretell the complete lack of fruit on the palate. A faded, insipid white wine. It has no pulse and tastes mealy.",,80,19,Galicia,Albariño
111168,Spain,"Fairly agile, floral and friendly, with precise peach, nectarine and citrus flavors. With its easy personality and good mouthfeel, this is what you're looking for in a solid, everyday white wine.",,88,16,Galicia,Albariño
111933,Spain,"Admittedly we are tasting this later than we'd prefer, but for an '07 it is still showing vital signs and attractive aromas of sugared pastry, candied apple and lemon-lime. The palate is mostly fresh, though not as lively as it probably was nine months ago, while the flavors of 7Up and peach are refreshing. Drink immediately or wait until the 2008 arrives.",Dona Rosa,88,25,Galicia,Albariño
111958,Spain,"The “value” label from Condes de Albarei is always a good bet. Oceanic aromas and a spritz of lime make the nose just right, and the lively palate of lemon, melon and banana is charged up. Tight on the finish, with citrus and almond skins, and then a lasting impression of pineapple. Young and raring to go.",Salneval,88,10,Galicia,Albariño
112076,Spain,"Sweet and fresh smelling, with aromas of lime, pear and peach. The palate is all about citrus, with some spice and mineral thrown in for good measure. Balanced and zesty, like Albariño should be.",,87,15,Galicia,Albariño
112132,US,"I wish this wine were drier because it has polished citrus, floral and mineral flavors and a rich, pronounced acidity. But it's sugary throughout.",Danza Blanca,83,10,California,Albariño
112537,Spain,"Slightly dusty, spicy and cider-like on the nose, with a tight palate holding nectarine, melon and apple flavors. It's fairly exact in terms of mouthfeel, while the finish is clean and reflects well on the wine. Drink now.",Esencia Diviña,88,23,Galicia,Albariño
112608,Spain,"Past its prime. The nose is heavy and the palate deals minimal peach flavors. It's wet but losing clarity, with bland apple and pear flavors left on the finish. This is not quite dead but best to wait for 2007.",,83,20,Galicia,Albariño
113086,Spain,"Aromas of apple, fresh hay, pineapple and natural vanilla draw you in, while the palate is lively and fresh, with citrus, pineapple and pithy lemon flavors. Juicy, clean and zesty on the finish, and chiseled in terms of structure and acidity. Very nice Albariño for the price.",Pionero Maccerato,89,15,Galicia,Albariño
113150,Spain,"Pleasant but a little light on the nose, with candied fruit notes. Flavors of green melon, apple and citrus are standard fare and clean, while the feel is fresh and peachy. A balanced and nice wine, but not overly exciting or precise. Drink now with salad or fish.",,87,18,Galicia,Albariño
113416,Spain,"Interesting blanco from the inland Galician region of Ribeira Sacra. It's Albariño with 15% Godello, and it's ready to drink now. Aromas of pulpy peach and pineapple are nice, while the apple and lime flavors are fairly gentle and flush. Finishes with adequate freshness for an '07, making it a no-qualms type of white wine.",,87,16,Galicia,Albariño
113506,Spain,"Round in style, with soft white-fruit and apple blossom aromas. Tastes a touch reduced, as if the lemon, lime and melon flavors had been condensed and amplified. The finish is lively, with citrus and some pithiness. Good but limited.",,85,13,Galicia,Albariño
113963,Spain,"Tropical smelling, with green banana, minerality and firmness to the bouquet. The palate is clean and cleansing, which are two very different things, while the wine tastes of tangy citrus and green melon. Fresh, tropical and uncomplicated. Drink this year.",,88,14,Galicia,Albariño
114365,Spain,"Albariño is not known for its aging potential, and this wine already seems to be on the way out. The nose veers toward apricot and cider, as does the palate. Finishes with a final kick of acidity. Drink soon, or wait for the 2005.",,84,21,Galicia,Albariño
114526,Spain,"More tan in color than the usual light yellow, with true aromas of flower blossoms, lemon and tropical fruits. The acidity is a bit pronounced and scouring, but that only means that the citrus and green apple flavors cut and cleanse. Juicy but modest when it comes to depth of flavor. Drink now.",,87,20,Galicia,Albariño
114802,Spain,"A clean, easygoing style of Albariño with salinic aromas along with apple and peach. The palate has a perfectly good feel to it, while the flavors of citrus and peach are a little plump and sweet. Finishes with tropical notes and pithy white grapefruit.",,87,20,Galicia,Albariño
114914,Spain,"Soft aromatically, with notes of pear, vanilla and banana. Surprisingly, the palate is short and tart, with sharp citrus and pineapple flavors. Entirely basic and lacking punch. Already seems to be in decline and it's brand new.",Contrapunto,82,13,Galicia,Albariño
115028,Spain,"Plenty of white flowers and tropical-fruit aromas signal that this is special. The palate is full to the brim with pure flavors of melon, nectarine and green herbs, while the finish is exact. Drinking this baby is like taking a trip to the heart of Salnés.",,91,15,Galicia,Albariño
115297,Spain,"A small portion of the wine went through malolactic fermentation, so it offers a lovely roundness. Features floral aromas backed by pure tangerine and nectarine flavors. Registers more fruity and smooth than mineral, with a perfect finish.",,91,22,Galicia,Albariño
115303,Spain,"A powerful wine with forceful minerality. Still, it's loaded with expressive fruit that falls squarely into the pineapple/mango category. Finishes crisp but precise, with notes of wet stone and lingering nips of green apple and peach.",Dona Rosa,91,17,Galicia,Albariño
115346,Spain,"Light aromas of melon, apple and pear are just fine, and the mildly chunky palate sporting apple-based flavors is good, as is the pineapple finish. Tasty and simple Albariño, and really not much more to say. Good for the summer into fall.",,86,10,Galicia,Albariño
115813,US,"This is a new wine from the family that runs Baileyana. The Albariño is stunning in its purity. It's built along the lines of a Sauvignon Blanc or Pinot Grigio with the most wonderfully detailed citrus, fig and herbed chêvre flavors. Just a beautiful glass of wine.",,90,17,California,Albariño
116089,US,"With this bracing, bone-dry, crisply mineral white wine, Abacela continues to prove that southern Oregon is really the westernmost province of Spain. If this isn't the perfect oyster wine, I don't know what is. Like a great Muscadet, it's clean, acidic and bracing but never thin or sour. Wonderful winemaking.",,89,23,Oregon,Albariño
116132,Spain,"Harder and more oily on the nose than desired, with white-fruit aromas that turn sharp. The palate has ample wetness and acidity, but the flavors are somewhat bitter, nutty and oily. It's also mildly bitter on the finish. Something's not quite right here, yet it doesn't seem flawed.",Zios de Lusco,84,19,Galicia,Albariño
117005,Spain,"This is showing mineral, saline, spice, peach and melon—all good signs. The palate leans toward tropical, with pineapple leading the way. With no surprises, it finishes clean and a touch fleshy. An excellent Albariño that's maturing quickly. Drink now.",Dona Rosa,90,18,Galicia,Albariño
117133,Spain,"The gold tint may look imposing, and it does signal a richer-styled wine. But let this heavier, more ripe Albariño roll over your palate and you'll probably wind up liking its citrus and nectarine flavors but softer body. Finishes with apricot, kumquat and vanilla notes. An interesting wine to drink now.",Premium,89,17,Galicia,Albariño
117608,Spain,"Not a bad value in the Albariño category. Alba Rosa is the second wine from Martinez Serantes, and it's yellowish in color, with a pineapple and pear nose. Solid in the mouth, with touches of apple, white peach and lime. Proper acidity keeps it fresh.",Alba Rosa,85,15,Galicia,Albariño
117610,Spain,"Cantaloupe, almond candy and orange blossom make for a sweet nose. The palate seems too close to orange juice and tangerine than the apple and peach that best defines Rías Baixas. But for anyone who likes fresh, pulpy juice, it tastes perfectly good.",Granbazán Ambar,85,19,Galicia,Albariño
117736,Spain,Simple on the nose and like biting into a green apple when you taste it. There isn't much structure or grab to the wine; it's more like a wet wash of the mouth that finishes like ginger ale. An easy game to solve; drink now.,,83,20,Galicia,Albariño
119348,US,"Grown in the Carneros, this beautiful Albariño has just a touch of oak that adds a creamy butteriness to the texture. But the mouthfeel belongs to crisp acidity and rewardingly complex tangerine, Meyer lemon, nectarine and mineral flavors that go on and on into the finish. A brilliant success. Try as an upscale alternative to Sauvignon Blanc.",,91,22,California,Albariño
119552,Spain,"Harder and more oily on the nose than desired, with white-fruit aromas that turn sharp. The palate has ample wetness and acidity, but the flavors are somewhat bitter, nutty and oily. It's also mildly bitter on the finish. Something's not quite right here, yet it doesn't seem flawed.",Zios de Lusco,84,19,Galicia,Albariño
121668,US,"The combination of stainless-steel and oak-barrel fermentation has been good for this wine. It's bright and steely in acidity, and lifts the variety's mineral and citrus flavors to new heights, adding a rich level of smoky cream. Just beautiful and versatile at the table, a sommelier's dream wine. Production was a mere 850 cases.",Limited Release,91,22,California,Albariño
121907,Spain,"Códax really got it good in 2007. This is one of this co-op's best-balanced, easy-to-like bottlings we can remember. The bouquet is clean as a whistle, with pear, apple and slate. Graceful on the palate, with citrus and green-apple flavors. A little lime carves shape into the long finish. Imported by Martín Códax USA.",,90,15,Galicia,Albariño
122603,Spain,"Slightly more chunky and dusty than lively, with dry apple aromas and not much else. The palate offers a medium level of intensity and flavors of melon, banana and white pepper. Turns drier and more soda-like on the finish. Good but a little short on flavor.",,86,17,Galicia,Albariño
122906,Spain,"From the Freixenet group of wineries, Vionta is clean but more neutral than we'd like to see. You won't be offended by the wine's green apple and lemon flavors, which are wet, fresh and zesty. But you might like a touch more refinement and dimension. A good wine, but a basic one.",,86,18,Galicia,Albariño
122998,Spain,"Nice, clean and vibrant, with a welcoming set of peach, apricot and citrusy aromas. The wine is 100% correct and fresh, with clarity and flavors of apple, peach and green grapes. Shows just enough body, acid and pith on the finish, but drink now before it starts to fade.",,89,18,Galicia,Albariño
123043,US,"This is a really terrific white wine, from a variety that's fast gaining traction, although few are producing it. More should. It's classically dry and crisp, with mineral-infused flavors of apricots, green apples and spices. So good and complex, and exceptionally versatile at the table.",Estate Grown Produced and Bottled,91,22,California,Albariño
123260,Spain,"Crisp, clean and minerally on the nose, with apple and green-fruit aromas. It has a round, smooth feel and flavors of peach, apple and citrus that will enliven the palate and aid almost any seafood, vegetable or salad. A natural wine with just enough powdery sweetness to raise a smile.",,89,18,Galicia,Albariño
124219,US,"A near-perfect Albariño, bone dry, acidic and slightly green, with lime and mineral flavors. Totally cleanses the palate. A great cocktail sipper, or try with little Spanish-style tapas.",Hendry Ranch,88,20,California,Albariño
124246,Spain,"Minerality and crispness define the bouquet, which brings green apple and citrus aromas. There's punch and spritz on the palate as well as sweet citrus and juicy lime flavors that break up a little as they fan out. Not sure if there's residual sugar, but the wine tastes a bit sweet.",,88,16,Galicia,Albariño
124277,US,"A beautiful white wine notable for its extreme dryness and fresh crispness of acidity. Really cleanses the mouth, letting it appreciate the unoaked flavors of tangerine, melon, peach and minerals. A brilliant wine to drink with almost anything, but especially shellfish.",Paragon Vineyard,91,17,California,Albariño
124721,US,"Albariño is one of those new white wine varieties that's creating such interest. This wine is dry and crisp and minerally, with honey-infused flavors of citrus fruits, apricots, peaches and wildflowers. It's a great sipper and so versatile with everything from Mexican to Vietnamese.",Terra Alta Vineyard,88,16,California,Albariño
124805,Spain,"Crisp and minerally up front, with aromas of apple, peach and dust. It's fresh, maybe a touch basic at its core, with flavors of apple cider, apricot and almond skins. There's nothing not to like about this Albariño, which is pure, pithy on the finish, and more than solid in a pedestrian, familiar sort of way.",Single Vineyard,88,18,Galicia,Albariño
125072,Spain,"Starts out a little gaseous and sulfuric, but it picks up steam in the mouth, where flavors of apricot, citrus and tropical fruits perform a likeable dance. Powerful acidity pushes it in the right direction, and the finish of lychee, passion fruit and nectarine is lasting. Very nice wine but relatively high in price.",,88,25,Galicia,Albariño
125082,Spain,"Stylistically, this is at odds with what I feel Albariño should be. That said, it's a well-executed and well-made barrel-fermented white with full-force toast and popcorn aromas followed by a resiny, vanilla-fueled flavor profile that folds in apple, banana and creamy frosting. Still vital and healthy after three years in bottle.",Nora da Neve,88,29,Galicia,Albariño
125290,Spain,"For inexpensive Albariño, Nessa delivers the goods. The nose is flowery and soft, but most of all it's inviting. The palate is easy and light in the middle, and along the edges apricot and citrus flavors are pleasant. Finishes round, with apple and melon notes. Drink right away.",,87,12,Galicia,Albariño
126003,US,"Good for Hendry for going with this Spanish variety. It shows the new trend toward higher acid, drier white wines that appeal for their directness. With its citrus, pepper and flower flavors, it's perfect on its own, or with Asian, Mexican and grilled pork dishes.",Hendry Ranch,88,20,California,Albariño
126583,Spain,"Fresh smelling, with notes of green melon, apple, honey and minerals. It's more simple than complex, with crisp apple and orange flavors and then a chunky, slightly pithy finish. For under $15 this is good, casual Albariño that won't steer you wrong.",Verdemar,87,14,Galicia,Albariño
126803,Spain,"Almond, sherry and banana aromas start it out. The palate is mellow and smooth, with apple and touches of lemon. There's ring and some zing on the finish, but not too much as the wine is beginning to show signs of reaching early maturity. Drink immediately.",Pazo Barrantes,86,23,Galicia,Albariño
126808,Spain,"Tan in color, with short flashes of apple and spice on the bouquet. The palate has a small level of oxidation, while the mouthfeel benefits from smooth but present acidity. Limited in scope and flavor, but solid for a wine that's beginning to fade.",Gran Vinum,85,24,Galicia,Albariño
126917,US,"Bone dry and crisp, this white wine shows flavors of citrus fruits, minerals and white pepper. It's an elegant sipper that will go well with Spanish-style tapas dishes.",,87,16,California,Albariño
128868,Spain,"Past its prime. The nose is heavy and the palate deals minimal peach flavors. It's wet but losing clarity, with bland apple and pear flavors left on the finish. This is not quite dead but best to wait for 2007.",,83,20,Galicia,Albariño
129376,Spain,"First time we've rated this Albariño, and we love it, especially for the price. It's lightly honeyed on the nose, with accents of white pepper and peach. The palate is clean as a glass table, mildly creamy yet properly acidic. It's based on apple-pie flavors and the finish is long and plentiful.",,91,16,Galicia,Albariño
129386,Spain,"A delicious wine that's entirely impressive in the way it delivers smooth, subtle citrus and honey aromas in front of a generous but controlled palate of tangerine, apple, lemon and spice. A luxurious, smooth experience, with a sexy mouthfeel and finely integrated acidity. Expensive for Albariño, but fewer than 3,000 cases were produced.",Selección,91,29,Galicia,Albariño
130209,US,"So crisply tart, so mouthwatering, it's just a pleasure to drink. Harvested at a brix of only 21.3, with alcohol of just 12.4%, the wine is completely dry, yet offers rich, forward flavors of citrus fruits, white peaches, green apples, honeysuckle flowers, minerals and spices.",Clover Creek Vineyard,90,23,California,Albariño
130333,US,"Albariño is turning into my favorite dry white wine. It's what Pinot Gris/Grigio claimed to be, and so often isn't. This one's really dry and acidic, with really minerally citrus flavors. Bring on the salty tapas.",,90,18,California,Albariño
130359,US,"This Albariño is a pretty little wine and refreshingly different. There's subtle white flowers and quince upfront, followed by a light-bodied but intensely perfumed palate. While the mouth is a bit soft, this wine ends with a refreshing kick of acid. Try with light fish dishes.",,83,24,Virginia,Albariño
130385,Spain,"This is showing mineral, saline, spice, peach and melon—all good signs. The palate leans toward tropical, with pineapple leading the way. With no surprises, it finishes clean and a touch fleshy. An excellent Albariño that's maturing quickly. Drink now.",Dona Rosa,90,18,Galicia,Albariño
130646,US,"Granted, there haven't been that many, but this is the best California Albariño I've had. A wonderful wine, crisply acidic and deeply flavored. Candied citrus zest, peach pie, pink grapefruit, buttery honeysuckle, apricot, nectarine, and no oak because it doesn't need any. A spectacular food wine or just cocktail. Shows the promise of this variety in the right climate.",Clover Creek Vineyard,93,26,California,Albariño
130963,Spain,"The gold tint may look imposing, and it does signal a richer-styled wine. But let this heavier, more ripe Albariño roll over your palate and you'll probably wind up liking its citrus and nectarine flavors but softer body. Finishes with apricot, kumquat and vanilla notes. An interesting wine to drink now.",Premium,89,17,Galicia,Albariño
131715,Spain,"This is Albariño in fine form. The nose is succulent and marble-smooth, with pure citrus and melon aromas. The palate is lively but refined, with exuberant citrus flavors that come on strong but with proper restraint. Long and ripe on the finish, which only adds to the experience. Drink now.",,91,25,Galicia,Albariño
131918,US,"Few winemakers in California understand acidity better than Randall Grahm, and he provides plenty of it in this brilliantly clean, bone-dry wine. It cleanses the mouth with scoury flavors of lychee, lime, nectarine, minerals and peppery nasturtium, with a foresty, resinous quality suggesting pine cone.",Ca' del Solo Estate Vineyard,91,20,California,Albariño
132292,Spain,"With a gold glint and put-together aromas of peach, candle wax, mineral and citrus, this is very nice Albariño that's now fully ripe, mature and drinking at its best. The palate pits juicy melon against dry papaya; it's big, ripe, full and the perfect foil for all sorts of white-friendly foods. Only 1,000 cases made of this reserve-style wine.",Erxebre,90,15,Galicia,Albariño
132438,Spain,"Fairly agile, floral and friendly, with precise peach, nectarine and citrus flavors. With its easy personality and good mouthfeel, this is what you're looking for in a solid, everyday white wine.",,88,16,Galicia,Albariño
133286,Spain,"Sweet and fresh smelling, with aromas of lime, pear and peach. The palate is all about citrus, with some spice and mineral thrown in for good measure. Balanced and zesty, like Albariño should be.",,87,15,Galicia,Albariño
133358,Spain,"Not a bad value in the Albariño category. Alba Rosa is the second wine from Martinez Serantes, and it's yellowish in color, with a pineapple and pear nose. Solid in the mouth, with touches of apple, white peach and lime. Proper acidity keeps it fresh.",Alba Rosa,85,15,Galicia,Albariño
133360,Spain,"Cantaloupe, almond candy and orange blossom make for a sweet nose. The palate seems too close to orange juice and tangerine than the apple and peach that best defines Rías Baixas. But for anyone who likes fresh, pulpy juice, it tastes perfectly good.",Granbazán Ambar,85,19,Galicia,Albariño
133739,Spain,"With pretty flower blossom aromas mixed with lemon verbena, the nose on this Albariño is very nice. There's body and weight, but balance, too. Melon, citrus and mineral flavors are clean and satisfying, and the acidity is bright and entirely food-ready.",,89,15,Galicia,Albariño
133762,Spain,"This Albariño grows on you right away. The wine starts out shy and clean, almost as if it were neutral. But as it opens you'll see that citrus, saline and tropical fruit flavors emerge. By the time it's fully unraveled the wine is smooth as glass, comfortable and just right for drinking now.",Brandal,89,15,Galicia,Albariño
133767,Spain,"Ripe, tropical and laced with pineapple, nectarine, green banana and melon. This is the best Don Olegario we've had in the past three vintages, and that's because it's here in the year after harvest, as it should be. Thus it's fresh, smooth and tight, with hints of petrol, pepper and citrus pith toughening up the finish. Drink now.",,89,22,Galicia,Albariño
134051,Spain,"Clean and only ever so slightly waxy, with yellow-fruit aromas, mineral and floral scents all coming together. The palate is crisp, zesty and stony, with fresh Golden Delicious apple and tangerine flavors. All in all, the sum is more than satisfying. Drink as soon as possible.",,88,15,Galicia,Albariño
134236,Spain,Simple on the nose and like biting into a green apple when you taste it. There isn't much structure or grab to the wine; it's more like a wet wash of the mouth that finishes like ginger ale. An easy game to solve; drink now.,,83,20,Galicia,Albariño
134356,Spain,"A solid wine with mineral, white pepper and waxy fruit aromas. The palate is ripe and bulky, but also acidic enough to be balanced and stylish. Pineapple is the forceful flavor, while the finish is full and slightly oily. Drink this fruity, bigger-framed Albariño now.",,88,22,Galicia,Albariño
134716,Spain,"Round in style, with soft white-fruit and apple blossom aromas. Tastes a touch reduced, as if the lemon, lime and melon flavors had been condensed and amplified. The finish is lively, with citrus and some pithiness. Good but limited.",,85,13,Galicia,Albariño
134812,US,"I wish this wine were drier because it has polished citrus, floral and mineral flavors and a rich, pronounced acidity. But it's sugary throughout.",Danza Blanca,83,10,California,Albariño
134913,Spain,"Admittedly we are tasting this later than we'd prefer, but for an '07 it is still showing vital signs and attractive aromas of sugared pastry, candied apple and lemon-lime. The palate is mostly fresh, though not as lively as it probably was nine months ago, while the flavors of 7Up and peach are refreshing. Drink immediately or wait until the 2008 arrives.",Dona Rosa,88,25,Galicia,Albariño
134938,Spain,"The “value” label from Condes de Albarei is always a good bet. Oceanic aromas and a spritz of lime make the nose just right, and the lively palate of lemon, melon and banana is charged up. Tight on the finish, with citrus and almond skins, and then a lasting impression of pineapple. Young and raring to go.",Salneval,88,10,Galicia,Albariño
134950,Spain,"This wine's nose bears an uncanny similarity to animal crackers, and along the way there's peach and melon aromas. The palate is sweet and slightly punchy, with mango and white raisin flavors. Overall, bank on sweetness and liquidy ripeness from this drink-now Albariño.",,88,23,Galicia,Albariño
134963,Spain,"Mature and a little waxy on the nose; this is a plump, fruity, semisoft wine with apple, pineapple and melon flavors. It's round and fairly mild, with plenty of taste, width and drinkability. Drink soon before it softens even further.",El Bino,87,13,Galicia,Albariño
135244,Spain,"Light but generic aromas of white fruits and white flowers give this wine a happy bouquet. The palate is starting to tip toward fading, but if you get at it soon you'll find perfectly nice peach, melon and citrus flavors setting up a soft, easygoing finish.",Terra d'Ouro,87,20,Galicia,Albariño
